45.838663, 4.7456597
45.7111344, 5.1254589
45.5869306, 4.756434
45.7896353, 4.7629045
45.8008074, 4.8521816
45.7727555, 4.8315897
45.8766934, 4.7258596
45.629163, 5.1500005
45.7439127, 4.8501526
45.7020826, 5.0217257
45.7653299, 4.8142389
45.668693, 4.9047012
45.7949985, 4.6217606
45.9460846, 4.6973232
45.9427116, 4.713098
45.8952205, 4.7007265
45.7162493, 4.8548779
45.8259424, 4.9579559
45.8512815, 4.9094627
45.7576664, 4.9228203
45.7919883, 4.7766237
45.6611449, 5.1324951
45.6044913, 4.7829005
45.7613964, 4.7466148
45.8624917, 4.67041
45.7552095, 4.8719052
45.838176, 5.0939815
45.692684, 4.8698465
45.5484437, 5.0697892
45.7745306, 4.7936621
