45.684317, 5.0446644
45.5685565, 5.0128223
45.7428795, 4.9191522
45.7444161, 4.87451
45.8636739, 4.7201599
45.7615375, 4.7177866
45.9807042, 4.6974225
45.7131044, 4.7352068
45.7708027, 4.9408929
45.6421925, 5.1254808
45.7506984, 4.7729436
45.7306183, 4.8699046
45.8631963, 4.849493
45.82886, 4.6121756
45.5411501, 4.9252668
45.8190198, 4.9043752
45.7332714, 4.6948255
45.5710983, 4.6804953
45.9518935, 4.762157
45.7622507, 4.8025755
45.5407298, 4.8716053
45.7417171, 4.8603539
45.9212902, 4.8259544
45.5174028, 4.8379275
45.538189, 4.5965322
45.9664757, 4.8698139
45.7543604, 4.8453776
45.7118471, 4.7445157
45.5906812, 4.7984186
45.7324741, 5.0092646
45.7893562, 4.8475611
45.6051145, 4.8661839
45.7625511, 4.9607416
45.8817385, 4.6534437
45.6213243, 4.6174197
45.7815523, 4.891244
45.8976814, 4.8278721
45.7397678, 4.7163821
45.7848479, 4.9113072
45.994963, 4.7109977
45.7020865, 4.8780648
45.6907061, 5.1194327
45.6782318, 5.0429848
45.9156032, 4.6845643
45.882717, 4.7451691
45.8549251, 5.1280671
45.6565097, 5.1104989
45.7157274, 4.7974914
45.9580658, 4.6464357
45.6746881, 4.5932995
45.5760507, 4.7689642
45.7986703, 4.6257345
45.8153738, 4.6417619
45.8516334, 4.7082467
45.8195043, 4.8761366
45.5920076, 4.8284183
45.8198847, 5.018432
45.6745069, 5.0497937
45.766676, 5.0061919
45.9094873, 4.6206606
45.7425224, 4.7753243
45.7435534, 4.707281
45.6781931, 4.6984113
45.765064, 4.6637283
45.7466693, 4.8447622
45.7801207, 4.8241389
45.6839851, 4.9480724
45.8077595, 5.1234264
45.7468431, 4.7566037
45.7333483, 4.8037536
45.640522, 5.1278351
45.7579703, 4.8500407
45.6033912, 4.7976032
45.6913881, 4.8726694
45.8212418, 5.0516818
45.6158652, 4.6705912
45.6353965, 5.1335352
45.8587965, 4.6903776
45.8103789, 4.712415
45.5808936, 4.7452233
45.5793282, 4.803511
45.9828906, 4.6349013
45.790739, 5.1640024
45.5383993, 4.8508861
45.6175923, 4.9141474
45.6022092, 4.817618
45.8110108, 4.7524864
45.7794258, 4.992716
45.7790298, 4.9197651
45.693022, 4.9492448
45.9604885, 4.6409704
45.7103089, 4.8476386
45.8565572, 4.704656
45.8845805, 5.1425015
45.5495273, 4.5903756
45.6143737, 5.0303972
45.6776306, 4.9004611
45.8220145, 4.9005651
45.9816365, 4.6947774
45.9951916, 4.8467267
45.8098457, 4.798328
45.8070216, 4.7742442
45.7896653, 4.7908726
45.9163317, 4.8740774
45.8058519, 4.8321015
45.8728866, 5.0424033
45.8441416, 4.8638457
45.5890131, 4.7787746
45.6838511, 5.0320926
45.7625429, 5.0192058
45.8270444, 4.9681302
45.7375806, 5.0106057
45.7696457, 4.9915585
45.6230258, 4.9409581
45.7472828, 4.9747511
45.9826885, 4.9616385
45.6019324, 4.7765627
45.6946289, 5.0206044
45.6382692, 5.1316622
45.7686534, 4.8524903
45.7176615, 4.6046737
45.5816744, 4.6978064
45.7582291, 4.8462468
45.7288571, 4.7454863
45.6492493, 4.8456001
45.5989076, 4.6027799
45.5162608, 4.7920184
45.630752, 5.1417978
45.5802152, 4.7955522
45.8764807, 4.7257427
45.8075869, 4.6632957
45.9390838, 4.8027312
45.7868023, 4.7990076
45.5638923, 4.9761045
45.6935486, 5.0236121
45.7121235, 5.0346046
45.6422726, 5.0951994
45.7517836, 4.8165722
45.7962362, 5.0460103
45.6858904, 5.0264205
45.7972336, 4.632638
45.5941993, 4.7648968
45.7760397, 4.8831413
45.7713549, 4.9731336
45.8075302, 4.6224094
45.9356909, 4.654866
45.9502162, 4.6998987
45.5176331, 5.1322809
45.8291268, 4.6970883
45.6181898, 4.6712409
